type,odor,gill_size,gill_color,spore_print_color
poisonous,fishy,narrow,buff,white
poisonous,foul,broad,pink,chocolate
poisonous,foul,broad,pink,chocolate
edible,none,broad,purple,brown
poisonous,foul,narrow,buff,white
edible,none,broad,brown,brown
poisonous,none,broad,gray,green
edible,none,broad,white,black
poisonous,foul,broad,pink,chocolate
edible,none,broad,white,black
poisonous,foul,broad,pink,chocolate
poisonous,foul,broad,gray,chocolate
poisonous,foul,broad,gray,chocolate
edible,none,broad,purple,brown
poisonous,foul,broad,pink,chocolate
poisonous,foul,broad,gray,chocolate
poisonous,foul,broad,gray,chocolate
poisonous,foul,broad,gray,chocolate
poisonous,foul,broad,pink,chocolate
poisonous,foul,broad,chocolate,chocolate
poisonous,foul,broad,pink,chocolate
edible,none,broad,purple,black
poisonous,foul,broad,gray,chocolate
poisonous,foul,broad,chocolate,chocolate
edible,none,broad,purple,black
poisonous,foul,broad,gray,chocolate
poisonous,foul,broad,chocolate,chocolate
edible,none,broad,pink,black
poisonous,foul,broad,pink,chocolate
edible,none,broad,pink,black
poisonous,foul,broad,gray,chocolate
poisonous,foul,broad,chocolate,chocolate
poisonous,foul,broad,pink,chocolate
poisonous,creosote,narrow,gray,black
edible,none,broad,white,black
poisonous,foul,broad,gray,chocolate
poisonous,foul,broad,chocolate,chocolate
poisonous,foul,broad,chocolate,chocolate
edible,none,broad,white,black
poisonous,foul,broad,pink,chocolate
poisonous,foul,broad,gray,chocolate
edible,none,broad,white,brown
edible,none,broad,white,black
poisonous,foul,broad,pink,chocolate
poisonous,foul,broad,gray,chocolate
poisonous,foul,broad,gray,chocolate
poisonous,foul,broad,gray,chocolate
poisonous,foul,broad,chocolate,chocolate
poisonous,foul,broad,pink,chocolate
poisonous,foul,broad,pink,chocolate
edible,none,broad,white,brown
poisonous,foul,broad,chocolate,chocolate
poisonous,foul,broad,pink,chocolate
poisonous,foul,broad,pink,chocolate
edible,none,broad,pink,brown
edible,none,broad,pink,brown
edible,none,broad,brown,brown
poisonous,foul,broad,chocolate,chocolate
poisonous,foul,broad,chocolate,chocolate
edible,none,broad,purple,black
poisonous,foul,broad,gray,chocolate
edible,none,broad,purple,brown
poisonous,foul,broad,pink,chocolate
poisonous,foul,broad,pink,chocolate
poisonous,foul,broad,pink,chocolate
edible,none,narrow,white,white
poisonous,foul,broad,chocolate,chocolate
poisonous,foul,broad,pink,chocolate
poisonous,foul,broad,chocolate,chocolate
poisonous,foul,broad,pink,chocolate
poisonous,foul,broad,white,chocolate
poisonous,foul,broad,chocolate,chocolate
poisonous,foul,broad,pink,chocolate
poisonous,foul,broad,gray,chocolate
poisonous,foul,broad,chocolate,chocolate
poisonous,foul,broad,gray,chocolate
edible,none,broad,white,black
poisonous,foul,broad,pink,chocolate
poisonous,foul,broad,chocolate,chocolate
edible,none,broad,purple,black
poisonous,foul,broad,chocolate,chocolate
poisonous,foul,broad,chocolate,chocolate
poisonous,foul,broad,gray,chocolate
edible,none,broad,white,black
poisonous,foul,broad,gray,chocolate
poisonous,foul,broad,gray,chocolate
edible,none,broad,pink,brown
edible,none,broad,purple,brown
poisonous,foul,broad,chocolate,chocolate
poisonous,foul,broad,chocolate,chocolate
poisonous,foul,broad,chocolate,chocolate
poisonous,foul,broad,gray,chocolate
poisonous,foul,broad,chocolate,chocolate
poisonous,foul,broad,pink,chocolate
poisonous,foul,broad,white,chocolate
edible,none,broad,purple,brown
poisonous,fishy,narrow,buff,white
edible,none,broad,brown,brown
poisonous,creosote,narrow,brown,black
poisonous,creosote,narrow,brown,brown
poisonous,fishy,narrow,buff,white
poisonous,foul,broad,gray,chocolate
poisonous,foul,broad,gray,chocolate
poisonous,foul,broad,white,chocolate
poisonous,foul,broad,chocolate,chocolate
poisonous,foul,broad,pink,chocolate
poisonous,foul,broad,gray,chocolate
poisonous,foul,broad,chocolate,chocolate
poisonous,foul,broad,chocolate,chocolate
poisonous,foul,broad,gray,chocolate
poisonous,foul,broad,chocolate,chocolate
poisonous,foul,broad,pink,chocolate
poisonous,foul,broad,pink,chocolate
poisonous,foul,broad,chocolate,chocolate
poisonous,foul,broad,gray,chocolate
poisonous,foul,broad,pink,chocolate
poisonous,foul,broad,chocolate,chocolate
poisonous,foul,broad,chocolate,chocolate
poisonous,foul,broad,pink,chocolate
poisonous,foul,broad,pink,chocolate
poisonous,foul,broad,pink,chocolate
poisonous,foul,broad,gray,chocolate
poisonous,foul,broad,chocolate,chocolate
poisonous,foul,broad,pink,chocolate
edible,none,broad,pink,brown
poisonous,foul,broad,chocolate,chocolate
poisonous,foul,broad,chocolate,chocolate
poisonous,foul,broad,chocolate,chocolate
poisonous,foul,broad,gray,chocolate
poisonous,foul,broad,gray,chocolate
poisonous,foul,broad,chocolate,chocolate
poisonous,foul,broad,pink,chocolate
poisonous,foul,broad,pink,chocolate
poisonous,foul,broad,chocolate,chocolate
poisonous,foul,broad,pink,chocolate
poisonous,foul,broad,chocolate,chocolate
poisonous,foul,broad,pink,chocolate
poisonous,foul,broad,chocolate,chocolate
poisonous,foul,broad,gray,chocolate
poisonous,foul,broad,pink,chocolate
poisonous,foul,broad,chocolate,chocolate
poisonous,foul,broad,gray,chocolate
poisonous,foul,broad,pink,chocolate
poisonous,foul,broad,pink,chocolate
poisonous,foul,broad,gray,chocolate
poisonous,foul,broad,chocolate,chocolate
poisonous,foul,broad,pink,chocolate
poisonous,foul,broad,pink,chocolate
poisonous,foul,broad,chocolate,chocolate
poisonous,foul,broad,pink,chocolate
poisonous,foul,broad,gray,chocolate
poisonous,foul,broad,pink,chocolate
poisonous,foul,broad,gray,chocolate
edible,none,broad,purple,brown
poisonous,foul,broad,chocolate,chocolate
poisonous,foul,broad,chocolate,chocolate
poisonous,foul,broad,chocolate,chocolate
poisonous,foul,broad,chocolate,chocolate
poisonous,foul,broad,gray,chocolate
poisonous,foul,broad,chocolate,chocolate
poisonous,foul,broad,gray,chocolate
poisonous,foul,broad,gray,chocolate
poisonous,creosote,narrow,pink,black
poisonous,foul,broad,gray,chocolate
poisonous,foul,broad,gray,chocolate
poisonous,foul,broad,chocolate,chocolate
poisonous,foul,broad,gray,chocolate
poisonous,foul,broad,gray,chocolate
poisonous,foul,broad,chocolate,chocolate
poisonous,foul,broad,chocolate,chocolate
poisonous,foul,broad,gray,chocolate
poisonous,foul,broad,chocolate,chocolate
poisonous,foul,broad,gray,chocolate
poisonous,foul,broad,gray,chocolate
poisonous,foul,broad,pink,chocolate
poisonous,foul,broad,chocolate,chocolate
edible,none,narrow,white,white
poisonous,foul,broad,pink,chocolate
poisonous,foul,broad,chocolate,chocolate
poisonous,foul,broad,pink,chocolate
poisonous,foul,broad,chocolate,chocolate
poisonous,foul,broad,chocolate,chocolate
poisonous,foul,broad,pink,chocolate
edible,none,broad,red,white
poisonous,foul,broad,pink,chocolate
poisonous,foul,broad,gray,chocolate
poisonous,foul,broad,pink,chocolate
poisonous,foul,broad,gray,chocolate
poisonous,foul,broad,gray,chocolate
poisonous,foul,broad,chocolate,chocolate
poisonous,foul,broad,chocolate,chocolate
edible,none,broad,red,white
poisonous,foul,broad,pink,chocolate
poisonous,foul,broad,pink,chocolate
poisonous,foul,broad,chocolate,chocolate
poisonous,foul,broad,pink,chocolate
poisonous,foul,broad,chocolate,chocolate
poisonous,foul,broad,pink,chocolate
poisonous,foul,broad,gray,chocolate
poisonous,foul,broad,gray,chocolate
poisonous,foul,broad,chocolate,chocolate
poisonous,foul,broad,gray,chocolate
poisonous,foul,broad,gray,chocolate
poisonous,foul,broad,gray,chocolate
poisonous,foul,broad,chocolate,chocolate
edible,none,broad,white,brown
poisonous,foul,broad,chocolate,chocolate
poisonous,foul,broad,gray,chocolate
poisonous,foul,broad,gray,chocolate
poisonous,foul,broad,pink,chocolate
poisonous,foul,broad,pink,chocolate
poisonous,foul,broad,gray,chocolate
poisonous,foul,broad,pink,chocolate
poisonous,foul,broad,gray,chocolate
poisonous,foul,broad,pink,chocolate
poisonous,foul,broad,pink,chocolate
poisonous,foul,broad,chocolate,chocolate
poisonous,foul,broad,chocolate,chocolate
poisonous,foul,broad,gray,chocolate
poisonous,foul,broad,chocolate,chocolate
poisonous,foul,broad,chocolate,chocolate
poisonous,foul,broad,pink,chocolate
poisonous,foul,broad,gray,chocolate
poisonous,foul,broad,pink,chocolate
poisonous,foul,broad,chocolate,chocolate
poisonous,foul,broad,pink,chocolate
edible,none,narrow,pink,chocolate
poisonous,foul,broad,pink,chocolate
poisonous,foul,broad,gray,chocolate
poisonous,spicy,narrow,buff,white
poisonous,foul,broad,chocolate,chocolate
poisonous,none,narrow,white,white
poisonous,foul,broad,pink,chocolate
poisonous,foul,broad,chocolate,chocolate
poisonous,foul,broad,chocolate,chocolate
poisonous,foul,broad,gray,chocolate
poisonous,foul,broad,pink,chocolate
poisonous,foul,broad,gray,chocolate
poisonous,foul,broad,gray,chocolate
poisonous,foul,broad,pink,chocolate
poisonous,foul,broad,gray,chocolate
edible,none,broad,white,black
poisonous,foul,broad,chocolate,chocolate
poisonous,foul,broad,chocolate,chocolate
poisonous,foul,broad,gray,chocolate
poisonous,foul,broad,pink,chocolate
poisonous,foul,broad,chocolate,chocolate
poisonous,foul,broad,chocolate,chocolate
poisonous,foul,broad,gray,chocolate
poisonous,foul,broad,white,chocolate
poisonous,foul,broad,pink,chocolate
poisonous,foul,broad,gray,chocolate
poisonous,foul,broad,gray,chocolate
poisonous,foul,broad,gray,chocolate
poisonous,foul,broad,pink,chocolate
poisonous,foul,broad,chocolate,chocolate
poisonous,foul,broad,pink,chocolate
edible,none,broad,red,white
poisonous,foul,broad,gray,chocolate
poisonous,foul,broad,pink,chocolate
poisonous,foul,broad,gray,chocolate
poisonous,foul,broad,gray,chocolate
poisonous,foul,broad,gray,chocolate
poisonous,foul,broad,chocolate,chocolate
poisonous,none,narrow,white,white
poisonous,foul,broad,chocolate,chocolate
poisonous,foul,broad,pink,chocolate
poisonous,foul,broad,gray,chocolate
poisonous,foul,broad,gray,chocolate
poisonous,foul,broad,pink,chocolate
poisonous,foul,broad,gray,chocolate
poisonous,foul,broad,chocolate,chocolate
poisonous,foul,broad,pink,chocolate
poisonous,foul,broad,pink,chocolate
poisonous,foul,broad,white,chocolate
edible,none,broad,brown,brown
poisonous,fishy,narrow,buff,white
poisonous,foul,broad,pink,chocolate
poisonous,foul,broad,gray,chocolate
edible,none,broad,brown,black
edible,none,broad,red,white
poisonous,foul,broad,chocolate,chocolate
poisonous,foul,broad,gray,chocolate
poisonous,foul,broad,chocolate,chocolate
poisonous,foul,broad,pink,chocolate
poisonous,foul,broad,gray,chocolate
poisonous,foul,broad,pink,chocolate
poisonous,foul,broad,pink,chocolate
poisonous,foul,broad,pink,chocolate
poisonous,foul,broad,chocolate,chocolate
poisonous,foul,broad,gray,chocolate
poisonous,foul,broad,chocolate,chocolate
poisonous,foul,broad,chocolate,chocolate
poisonous,foul,broad,gray,chocolate
poisonous,foul,broad,chocolate,chocolate
poisonous,foul,broad,pink,chocolate
edible,none,narrow,chocolate,chocolate
poisonous,foul,broad,gray,chocolate
poisonous,foul,broad,gray,chocolate
poisonous,foul,broad,chocolate,chocolate
poisonous,foul,broad,chocolate,chocolate
poisonous,foul,broad,chocolate,chocolate
poisonous,foul,broad,chocolate,chocolate
poisonous,foul,broad,pink,chocolate
poisonous,foul,broad,chocolate,chocolate
poisonous,foul,broad,chocolate,chocolate
poisonous,foul,broad,chocolate,chocolate
poisonous,foul,broad,gray,chocolate
poisonous,foul,broad,gray,chocolate
poisonous,foul,broad,gray,chocolate
edible,none,broad,purple,brown
poisonous,foul,broad,chocolate,chocolate
poisonous,foul,broad,gray,chocolate
poisonous,foul,broad,chocolate,chocolate
poisonous,foul,broad,pink,chocolate
poisonous,foul,broad,pink,chocolate
poisonous,foul,broad,chocolate,chocolate
edible,none,broad,purple,black
poisonous,foul,broad,chocolate,chocolate
edible,none,broad,red,white
poisonous,foul,broad,pink,chocolate
poisonous,foul,broad,pink,chocolate
poisonous,foul,broad,chocolate,chocolate
poisonous,foul,broad,gray,chocolate
edible,none,broad,brown,black
poisonous,foul,broad,pink,chocolate
poisonous,foul,broad,pink,chocolate
poisonous,foul,broad,chocolate,chocolate
poisonous,foul,broad,pink,chocolate
poisonous,fishy,narrow,buff,white
poisonous,foul,broad,pink,chocolate
poisonous,foul,broad,chocolate,chocolate
poisonous,foul,broad,gray,chocolate
poisonous,foul,broad,gray,chocolate
poisonous,foul,broad,pink,chocolate
poisonous,foul,broad,chocolate,chocolate
poisonous,foul,broad,chocolate,chocolate
poisonous,foul,broad,gray,chocolate
poisonous,creosote,narrow,pink,black
poisonous,foul,broad,gray,chocolate
poisonous,foul,broad,chocolate,chocolate
poisonous,foul,broad,pink,chocolate
poisonous,foul,broad,pink,chocolate
poisonous,foul,broad,chocolate,chocolate
edible,none,broad,purple,black
poisonous,foul,broad,gray,chocolate
poisonous,foul,broad,chocolate,chocolate
poisonous,foul,broad,chocolate,chocolate
poisonous,foul,broad,chocolate,chocolate
poisonous,foul,broad,pink,chocolate
poisonous,foul,broad,pink,chocolate
edible,none,broad,brown,brown
poisonous,foul,broad,gray,chocolate
poisonous,foul,broad,gray,chocolate
poisonous,foul,broad,pink,chocolate
poisonous,foul,broad,pink,chocolate
poisonous,foul,broad,gray,chocolate
poisonous,foul,broad,chocolate,chocolate
poisonous,foul,broad,chocolate,chocolate
edible,none,broad,red,white
poisonous,foul,broad,pink,chocolate
poisonous,spicy,narrow,buff,white
poisonous,foul,broad,pink,chocolate
poisonous,foul,broad,gray,chocolate
poisonous,foul,broad,chocolate,chocolate
poisonous,foul,broad,gray,chocolate
poisonous,foul,broad,chocolate,chocolate
poisonous,foul,broad,chocolate,chocolate
poisonous,foul,broad,gray,chocolate
poisonous,foul,broad,pink,chocolate
poisonous,foul,broad,gray,chocolate
poisonous,foul,broad,gray,chocolate
poisonous,foul,broad,pink,chocolate
poisonous,foul,broad,gray,chocolate
poisonous,foul,broad,chocolate,chocolate
poisonous,foul,broad,chocolate,chocolate
poisonous,foul,broad,pink,chocolate
poisonous,foul,broad,pink,chocolate
poisonous,foul,broad,chocolate,chocolate
poisonous,foul,broad,chocolate,chocolate
edible,none,broad,pink,black
poisonous,foul,broad,chocolate,chocolate
poisonous,foul,broad,gray,chocolate
poisonous,foul,broad,chocolate,chocolate
poisonous,foul,broad,gray,chocolate
poisonous,foul,broad,gray,chocolate
poisonous,foul,broad,gray,chocolate
poisonous,foul,broad,pink,chocolate
poisonous,foul,broad,pink,chocolate
poisonous,foul,broad,chocolate,chocolate
poisonous,foul,broad,gray,chocolate
edible,none,narrow,white,white
poisonous,foul,broad,chocolate,chocolate
poisonous,foul,broad,pink,chocolate
poisonous,none,narrow,white,white
poisonous,foul,broad,chocolate,chocolate
poisonous,foul,broad,pink,chocolate
edible,none,broad,red,white
poisonous,fishy,narrow,buff,white
poisonous,creosote,narrow,purple,black
poisonous,foul,broad,gray,chocolate
poisonous,foul,broad,chocolate,chocolate
poisonous,foul,broad,gray,chocolate
poisonous,foul,broad,pink,chocolate
poisonous,foul,broad,pink,chocolate
poisonous,foul,broad,pink,chocolate
poisonous,foul,broad,gray,chocolate
poisonous,foul,broad,chocolate,chocolate
poisonous,foul,broad,gray,chocolate
poisonous,foul,broad,pink,chocolate
poisonous,foul,broad,pink,chocolate
poisonous,foul,broad,pink,chocolate
poisonous,foul,broad,chocolate,chocolate
poisonous,foul,broad,chocolate,chocolate
poisonous,foul,broad,chocolate,chocolate
poisonous,foul,broad,chocolate,chocolate
poisonous,foul,broad,chocolate,chocolate
poisonous,foul,broad,pink,chocolate
poisonous,foul,broad,gray,chocolate
edible,none,broad,white,white
poisonous,foul,broad,gray,chocolate
poisonous,foul,broad,gray,chocolate
poisonous,spicy,narrow,buff,white
poisonous,foul,broad,gray,chocolate
poisonous,foul,broad,chocolate,chocolate
poisonous,foul,broad,pink,chocolate
poisonous,foul,broad,gray,chocolate
poisonous,foul,broad,gray,chocolate
poisonous,foul,broad,chocolate,chocolate
poisonous,foul,broad,chocolate,chocolate
poisonous,foul,broad,gray,chocolate
poisonous,foul,broad,chocolate,chocolate
poisonous,foul,broad,pink,chocolate
edible,none,narrow,chocolate,chocolate
edible,none,broad,red,white
poisonous,foul,broad,chocolate,chocolate
poisonous,foul,broad,gray,chocolate
poisonous,foul,broad,gray,chocolate
poisonous,foul,broad,pink,chocolate
poisonous,foul,broad,chocolate,chocolate
poisonous,foul,broad,chocolate,chocolate
poisonous,foul,broad,pink,chocolate
poisonous,foul,broad,gray,chocolate
poisonous,foul,broad,chocolate,chocolate
poisonous,foul,broad,pink,chocolate
poisonous,foul,broad,chocolate,chocolate
poisonous,foul,broad,chocolate,chocolate
poisonous,foul,broad,chocolate,chocolate
poisonous,foul,broad,white,chocolate
poisonous,none,broad,gray,green
poisonous,foul,broad,pink,chocolate
poisonous,foul,broad,pink,chocolate
poisonous,foul,broad,gray,chocolate
poisonous,foul,broad,chocolate,chocolate
poisonous,foul,broad,gray,chocolate
poisonous,foul,broad,gray,chocolate
edible,none,broad,purple,brown
edible,none,narrow,purple,chocolate
poisonous,foul,broad,chocolate,chocolate
poisonous,foul,broad,pink,chocolate
poisonous,foul,broad,pink,chocolate
poisonous,foul,broad,pink,chocolate
poisonous,foul,broad,chocolate,chocolate
poisonous,foul,broad,pink,chocolate
poisonous,foul,broad,gray,chocolate
poisonous,foul,broad,chocolate,chocolate
poisonous,foul,broad,gray,chocolate
poisonous,foul,broad,pink,chocolate
poisonous,foul,broad,gray,chocolate
poisonous,foul,broad,gray,chocolate
edible,none,broad,white,brown
poisonous,foul,broad,chocolate,chocolate
poisonous,foul,broad,gray,chocolate
poisonous,foul,broad,gray,chocolate
poisonous,foul,broad,gray,chocolate
poisonous,foul,broad,pink,chocolate
poisonous,foul,broad,pink,chocolate
poisonous,foul,broad,pink,chocolate
poisonous,foul,broad,chocolate,chocolate
poisonous,foul,broad,chocolate,chocolate
poisonous,foul,broad,chocolate,chocolate
poisonous,foul,broad,pink,chocolate
poisonous,foul,broad,pink,chocolate
poisonous,creosote,narrow,gray,brown
poisonous,foul,broad,pink,chocolate
poisonous,foul,broad,chocolate,chocolate
poisonous,foul,broad,pink,chocolate
poisonous,foul,broad,pink,chocolate
poisonous,foul,broad,chocolate,chocolate
poisonous,foul,broad,gray,chocolate
poisonous,foul,broad,gray,chocolate
poisonous,foul,broad,gray,chocolate
poisonous,foul,broad,pink,chocolate
poisonous,foul,broad,chocolate,chocolate
poisonous,foul,broad,chocolate,chocolate
poisonous,foul,broad,gray,chocolate
poisonous,foul,broad,pink,chocolate
poisonous,foul,broad,gray,chocolate
poisonous,foul,broad,pink,chocolate
poisonous,foul,broad,chocolate,chocolate
poisonous,foul,broad,pink,chocolate
poisonous,foul,broad,gray,chocolate
poisonous,foul,broad,pink,chocolate
poisonous,foul,broad,chocolate,chocolate
poisonous,foul,broad,gray,chocolate
poisonous,foul,broad,gray,chocolate
poisonous,foul,broad,pink,chocolate
poisonous,foul,broad,chocolate,chocolate
poisonous,foul,broad,chocolate,chocolate
poisonous,foul,broad,gray,chocolate
poisonous,fishy,narrow,buff,white
edible,none,broad,white,white
poisonous,foul,broad,chocolate,chocolate
poisonous,foul,broad,chocolate,chocolate
poisonous,foul,broad,pink,chocolate
poisonous,foul,broad,pink,chocolate
poisonous,foul,broad,pink,chocolate
poisonous,foul,broad,pink,chocolate
poisonous,foul,broad,pink,chocolate
poisonous,foul,broad,pink,chocolate
poisonous,foul,broad,pink,chocolate
poisonous,foul,broad,gray,chocolate
poisonous,foul,broad,chocolate,chocolate
poisonous,foul,broad,chocolate,chocolate
poisonous,foul,broad,gray,chocolate
poisonous,foul,broad,gray,chocolate
poisonous,foul,broad,chocolate,chocolate
poisonous,foul,broad,gray,chocolate
poisonous,creosote,narrow,purple,black
poisonous,foul,broad,white,chocolate
edible,none,broad,white,black
poisonous,foul,broad,gray,chocolate
poisonous,foul,broad,pink,chocolate
poisonous,foul,broad,gray,chocolate
edible,none,broad,purple,black
poisonous,foul,broad,pink,chocolate
poisonous,foul,broad,pink,chocolate
poisonous,foul,broad,pink,chocolate
poisonous,foul,broad,chocolate,chocolate
poisonous,foul,broad,chocolate,chocolate
poisonous,foul,broad,chocolate,chocolate
poisonous,foul,broad,white,chocolate
poisonous,foul,broad,pink,chocolate
poisonous,foul,broad,gray,chocolate
poisonous,foul,broad,gray,chocolate
poisonous,foul,broad,pink,chocolate
poisonous,foul,broad,pink,chocolate
edible,none,narrow,chocolate,chocolate
poisonous,foul,broad,chocolate,chocolate
poisonous,foul,broad,pink,chocolate
poisonous,foul,broad,chocolate,chocolate
poisonous,foul,broad,gray,chocolate
edible,none,broad,brown,brown
poisonous,foul,broad,chocolate,chocolate
poisonous,foul,broad,chocolate,chocolate
poisonous,foul,broad,chocolate,chocolate
poisonous,foul,broad,pink,chocolate
poisonous,foul,broad,chocolate,chocolate
poisonous,foul,broad,gray,chocolate
poisonous,foul,broad,gray,chocolate
poisonous,foul,broad,gray,chocolate
poisonous,foul,broad,chocolate,chocolate
edible,none,broad,white,white
edible,none,narrow,white,chocolate
poisonous,foul,broad,pink,chocolate
poisonous,foul,broad,pink,chocolate
poisonous,foul,broad,pink,chocolate
poisonous,foul,broad,chocolate,chocolate
poisonous,foul,broad,gray,chocolate
poisonous,foul,broad,chocolate,chocolate
poisonous,foul,broad,pink,chocolate
poisonous,foul,broad,chocolate,chocolate
poisonous,foul,broad,gray,chocolate
edible,none,broad,white,white
poisonous,foul,broad,chocolate,chocolate
poisonous,foul,broad,gray,chocolate
poisonous,foul,broad,gray,chocolate
poisonous,foul,broad,gray,chocolate
poisonous,foul,broad,pink,chocolate
poisonous,foul,broad,gray,chocolate
poisonous,foul,broad,gray,chocolate
poisonous,foul,broad,pink,chocolate
poisonous,foul,broad,gray,chocolate
poisonous,foul,broad,gray,chocolate
poisonous,foul,broad,pink,chocolate
poisonous,foul,broad,chocolate,chocolate
poisonous,foul,broad,pink,chocolate
poisonous,foul,broad,chocolate,chocolate
poisonous,foul,broad,pink,chocolate
poisonous,foul,broad,chocolate,chocolate
poisonous,foul,broad,chocolate,chocolate
poisonous,foul,broad,pink,chocolate
poisonous,foul,broad,gray,chocolate
poisonous,foul,broad,pink,chocolate
poisonous,foul,broad,chocolate,chocolate
poisonous,foul,broad,chocolate,chocolate
edible,none,broad,brown,brown
poisonous,foul,broad,chocolate,chocolate
poisonous,foul,broad,chocolate,chocolate
poisonous,foul,broad,chocolate,chocolate
poisonous,foul,broad,chocolate,chocolate
poisonous,foul,broad,pink,chocolate
poisonous,creosote,narrow,gray,black
poisonous,foul,broad,gray,chocolate
poisonous,foul,broad,chocolate,chocolate
poisonous,foul,broad,chocolate,chocolate
poisonous,foul,broad,chocolate,chocolate
poisonous,foul,broad,gray,chocolate
poisonous,none,broad,white,green
poisonous,foul,broad,pink,chocolate
poisonous,foul,broad,gray,chocolate
poisonous,foul,broad,chocolate,chocolate
poisonous,foul,broad,pink,chocolate
poisonous,foul,broad,gray,chocolate
poisonous,foul,broad,gray,chocolate
poisonous,foul,broad,chocolate,chocolate
poisonous,foul,broad,chocolate,chocolate
edible,none,narrow,purple,chocolate
poisonous,foul,broad,gray,chocolate
edible,none,broad,white,brown
poisonous,foul,broad,gray,chocolate
poisonous,foul,broad,gray,chocolate
poisonous,foul,narrow,buff,white
poisonous,foul,broad,gray,chocolate
poisonous,foul,broad,pink,chocolate
poisonous,foul,broad,pink,chocolate
poisonous,foul,broad,gray,chocolate
poisonous,foul,broad,chocolate,chocolate
poisonous,foul,broad,chocolate,chocolate
poisonous,foul,broad,chocolate,chocolate
poisonous,foul,broad,gray,chocolate
poisonous,foul,broad,chocolate,chocolate
edible,none,broad,brown,brown
poisonous,foul,broad,gray,chocolate
edible,none,broad,white,black
poisonous,foul,broad,chocolate,chocolate
poisonous,foul,broad,chocolate,chocolate
poisonous,foul,broad,chocolate,chocolate
poisonous,foul,broad,pink,chocolate
poisonous,foul,broad,chocolate,chocolate
poisonous,foul,broad,pink,chocolate
poisonous,foul,broad,pink,chocolate
poisonous,foul,broad,gray,chocolate
poisonous,foul,broad,gray,chocolate
poisonous,foul,broad,chocolate,chocolate
poisonous,foul,broad,gray,chocolate
poisonous,foul,broad,gray,chocolate
poisonous,foul,broad,gray,chocolate
poisonous,foul,broad,gray,chocolate
poisonous,creosote,narrow,pink,black
poisonous,foul,broad,gray,chocolate
poisonous,foul,broad,chocolate,chocolate
poisonous,foul,broad,pink,chocolate
poisonous,foul,broad,chocolate,chocolate
poisonous,foul,broad,chocolate,chocolate
poisonous,foul,broad,gray,chocolate
poisonous,foul,broad,gray,chocolate
poisonous,foul,broad,gray,chocolate
poisonous,foul,broad,pink,chocolate
poisonous,foul,broad,pink,chocolate
poisonous,foul,broad,chocolate,chocolate
poisonous,foul,broad,gray,chocolate
poisonous,foul,broad,pink,chocolate
poisonous,foul,broad,gray,chocolate
poisonous,foul,broad,gray,chocolate
poisonous,foul,broad,gray,chocolate
poisonous,foul,broad,pink,chocolate
poisonous,foul,broad,gray,chocolate
poisonous,foul,broad,pink,chocolate
poisonous,foul,broad,chocolate,chocolate
poisonous,foul,broad,chocolate,chocolate
poisonous,foul,broad,gray,chocolate
poisonous,foul,broad,pink,chocolate
poisonous,foul,broad,chocolate,chocolate
poisonous,foul,broad,chocolate,chocolate
poisonous,foul,broad,pink,chocolate
poisonous,foul,broad,pink,chocolate
edible,none,broad,red,white
poisonous,foul,broad,pink,chocolate
poisonous,creosote,narrow,gray,black
poisonous,foul,broad,chocolate,chocolate
poisonous,foul,broad,gray,chocolate
poisonous,foul,broad,pink,chocolate
edible,none,broad,pink,brown
poisonous,foul,broad,gray,chocolate
poisonous,foul,broad,pink,chocolate
poisonous,foul,broad,chocolate,chocolate
poisonous,foul,broad,pink,chocolate
edible,none,broad,brown,brown
poisonous,foul,broad,chocolate,chocolate
poisonous,foul,broad,chocolate,chocolate
poisonous,foul,broad,chocolate,chocolate
poisonous,foul,broad,chocolate,chocolate
poisonous,foul,broad,chocolate,chocolate
poisonous,foul,broad,chocolate,chocolate
poisonous,foul,broad,chocolate,chocolate
poisonous,foul,broad,pink,chocolate
poisonous,foul,broad,gray,chocolate
poisonous,foul,broad,gray,chocolate
edible,none,broad,purple,brown
poisonous,foul,broad,chocolate,chocolate
poisonous,foul,narrow,buff,white
poisonous,foul,broad,pink,chocolate
poisonous,foul,broad,gray,chocolate
poisonous,foul,broad,gray,chocolate
poisonous,foul,broad,pink,chocolate
edible,none,broad,red,white
poisonous,foul,broad,pink,chocolate
poisonous,foul,broad,chocolate,chocolate
poisonous,foul,broad,gray,chocolate
poisonous,foul,broad,pink,chocolate
poisonous,foul,broad,pink,chocolate
edible,none,broad,red,white
poisonous,foul,broad,pink,chocolate
poisonous,none,narrow,white,white
poisonous,foul,broad,gray,chocolate
poisonous,foul,broad,chocolate,chocolate
poisonous,spicy,narrow,buff,white
poisonous,foul,broad,chocolate,chocolate
poisonous,foul,broad,gray,chocolate
poisonous,foul,broad,white,chocolate
poisonous,foul,broad,gray,chocolate
poisonous,foul,broad,chocolate,chocolate
poisonous,foul,broad,chocolate,chocolate
edible,none,broad,white,white
poisonous,foul,broad,gray,chocolate
poisonous,none,narrow,white,white
poisonous,foul,broad,pink,chocolate
poisonous,foul,broad,pink,chocolate
poisonous,foul,broad,chocolate,chocolate
poisonous,foul,broad,pink,chocolate
edible,none,broad,red,white
poisonous,foul,broad,pink,chocolate
poisonous,foul,broad,gray,chocolate
edible,none,narrow,white,white
poisonous,creosote,narrow,pink,brown
poisonous,foul,broad,gray,chocolate
poisonous,foul,broad,gray,chocolate
poisonous,foul,broad,gray,chocolate
